,News Org,Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
129,CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",Mon Feb 26 16:52:01 +0000 2018,0.0,0.0,1.0,0.0,30
130,CBS,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",Mon Feb 26 16:17:55 +0000 2018,0.0,0.0,1.0,0.0,31
131,CBS,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",Mon Feb 26 01:12:32 +0000 2018,0.7644,0.231,0.769,0.0,32
132,CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,Sun Feb 25 21:51:32 +0000 2018,0.0,0.0,1.0,0.0,33
133,CBS,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",Sun Feb 25 21:51:22 +0000 2018,0.0,0.0,1.0,0.0,34
134,CBS,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,Fri Feb 23 18:15:40 +0000 2018,0.5093,0.155,0.845,0.0,35
135,CBS,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",Thu Feb 22 19:26:52 +0000 2018,0.0,0.0,1.0,0.0,36
136,CBS,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,Wed Feb 21 19:20:04 +0000 2018,0.0,0.0,1.0,0.0,37
137,CBS,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",Wed Feb 21 18:19:25 +0000 2018,0.6808,0.248,0.752,0.0,38
138,CBS,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",Tue Feb 20 19:55:19 +0000 2018,0.4404,0.116,0.884,0.0,39
139,CBS,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",Tue Feb 20 17:58:18 +0000 2018,-0.4019,0.0,0.881,0.119,40
140,CBS,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,Tue Feb 20 17:39:51 +0000 2018,0.3612,0.128,0.872,0.0,41
141,CBS,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",Sat Feb 17 01:07:20 +0000 2018,0.6124,0.227,0.773,0.0,42
142,CBS,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",Fri Feb 16 18:42:43 +0000 2018,0.3182,0.108,0.892,0.0,43
143,CBS,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",Fri Feb 16 17:48:20 +0000 2018,0.68,0.248,0.752,0.0,44
144,CBS,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,Wed Feb 14 19:23:27 +0000 2018,0.8619,0.466,0.534,0.0,45
145,CBS,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",Tue Feb 13 20:03:56 +0000 2018,0.0,0.0,1.0,0.0,46
146,CBS,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",Tue Feb 13 18:54:52 +0000 2018,0.7506,0.252,0.748,0.0,47
147,CBS,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,Mon Feb 12 18:49:45 +0000 2018,0.0,0.0,1.0,0.0,48
148,CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,Mon Feb 12 01:32:33 +0000 2018,0.0,0.0,1.0,0.0,49
149,CBS,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,Fri Feb 09 00:50:01 +0000 2018,0.8478,0.304,0.696,0.0,50
150,CBS,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,Thu Feb 08 16:09:35 +0000 2018,-0.5859,0.0,0.814,0.186,51
151,CBS,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",Wed Feb 07 18:35:19 +0000 2018,0.0516,0.066,0.934,0.0,52
152,CBS,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",Wed Feb 07 16:17:48 +0000 2018,0.5574,0.312,0.536,0.152,53
153,CBS,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",Tue Feb 06 22:21:39 +0000 2018,0.0,0.0,1.0,0.0,54
154,CBS,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",Tue Feb 06 17:05:49 +0000 2018,0.0772,0.121,0.773,0.106,55
155,CBS,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",Sun Feb 04 15:35:36 +0000 2018,0.0,0.0,1.0,0.0,56
156,CBS,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",Sun Feb 04 12:00:01 +0000 2018,0.1531,0.118,0.882,0.0,57
157,CBS,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,Sat Feb 03 23:11:43 +0000 2018,0.0,0.0,1.0,0.0,58
158,CBS,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",Sat Feb 03 12:00:07 +0000 2018,0.8268,0.338,0.662,0.0,59
159,CBS,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,Fri Feb 02 22:36:13 +0000 2018,-0.0772,0.0,0.925,0.075,60
160,CBS,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",Fri Feb 02 20:07:40 +0000 2018,0.4019,0.144,0.856,0.0,61
161,CBS,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,Fri Feb 02 19:03:33 +0000 2018,0.4003,0.124,0.876,0.0,62
162,CBS,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,Fri Feb 02 17:23:18 +0000 2018,0.6114,0.166,0.834,0.0,63
163,CBS,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,Thu Feb 01 22:04:41 +0000 2018,0.0,0.0,1.0,0.0,64
164,CBS,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",Thu Feb 01 20:09:49 +0000 2018,0.0,0.0,1.0,0.0,65
165,CBS,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",Wed Jan 31 21:42:15 +0000 2018,0.1139,0.088,0.912,0.0,66
166,CBS,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,Wed Jan 31 17:05:47 +0000 2018,0.1007,0.135,0.75,0.115,67
167,CBS,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",Wed Jan 31 16:37:17 +0000 2018,0.4588,0.188,0.812,0.0,68
168,CBS,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,Wed Jan 31 06:55:30 +0000 2018,0.1779,0.126,0.779,0.095,69
169,CBS,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",Wed Jan 31 02:15:16 +0000 2018,-0.2263,0.179,0.569,0.252,70
170,CBS,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",Wed Jan 31 01:58:40 +0000 2018,-0.4767,0.0,0.744,0.256,71
171,CBS,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",Wed Jan 31 01:52:46 +0000 2018,0.4939,0.256,0.625,0.119,72
172,CBS,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",Wed Jan 31 01:49:43 +0000 2018,0.5093,0.19,0.81,0.0,73
173,CBS,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,Wed Jan 31 01:31:27 +0000 2018,0.8261,0.434,0.566,0.0,74
174,CBS,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,Wed Jan 31 01:29:10 +0000 2018,0.8309,0.414,0.586,0.0,75
175,CBS,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,Wed Jan 31 01:24:16 +0000 2018,0.6588,0.386,0.614,0.0,76
176,CBS,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,Wed Jan 31 01:18:37 +0000 2018,-0.5106,0.0,0.602,0.398,77
177,CBS,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,Wed Jan 31 01:17:37 +0000 2018,0.0,0.0,1.0,0.0,78
178,CBS,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,Wed Jan 31 01:16:15 +0000 2018,0.7525,0.349,0.651,0.0,79
179,CBS,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,Wed Jan 31 01:08:01 +0000 2018,0.0,0.0,1.0,0.0,80
180,CBS,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,Wed Jan 31 01:04:34 +0000 2018,0.8516,0.58,0.42,0.0,81
181,CBS,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,Wed Jan 31 01:00:35 +0000 2018,0.8442,0.351,0.649,0.0,82
182,CBS,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,Wed Jan 31 00:55:04 +0000 2018,0.923,0.406,0.594,0.0,83
183,CBS,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",Wed Jan 31 00:37:20 +0000 2018,0.5994,0.206,0.794,0.0,84
184,CBS,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",Wed Jan 31 00:11:53 +0000 2018,0.8834,0.407,0.593,0.0,85
185,CBS,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,Tue Jan 30 23:35:01 +0000 2018,0.8553,0.276,0.724,0.0,86
186,CBS,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,Tue Jan 30 21:19:22 +0000 2018,0.8553,0.306,0.694,0.0,87
187,CBS,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",Tue Jan 30 18:46:04 +0000 2018,0.9215,0.391,0.609,0.0,88
188,CBS,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,Tue Jan 30 16:00:02 +0000 2018,0.0,0.0,1.0,0.0,89
189,CBS,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",Tue Jan 30 04:03:31 +0000 2018,0.5994,0.187,0.813,0.0,90
190,CBS,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,Tue Jan 30 03:17:51 +0000 2018,0.6908,0.289,0.711,0.0,91
191,CBS,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,Tue Jan 30 02:12:15 +0000 2018,0.0,0.0,1.0,0.0,92
192,CBS,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,Tue Jan 30 01:29:06 +0000 2018,-0.296,0.0,0.885,0.115,93
193,CBS,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,Tue Jan 30 00:11:05 +0000 2018,0.0,0.0,1.0,0.0,94
194,CBS,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,Mon Jan 29 22:45:21 +0000 2018,0.3818,0.115,0.885,0.0,95
195,CBS,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ,Mon Jan 29 22:10:15 +0000 2018,0.5093,0.162,0.758,0.079,96
196,CBS,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f,Mon Jan 29 20:00:04 +0000 2018,0.0,0.0,1.0,0.0,97
197,CBS,🎶@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx,Mon Jan 29 19:00:05 +0000 2018,0.7783,0.286,0.714,0.0,98
198,CBS,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK,Mon Jan 29 18:00:02 +0000 2018,0.9259,0.442,0.558,0.0,99
199,CBS,✨@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC,Mon Jan 29 17:15:04 +0000 2018,0.0,0.0,1.0,0.0,100
200,CNN,"When NASA's Parker Solar Probe travels into the sun's atmosphere, you can ride along. Well, your name can.… https://t.co/XqFJGw25fo",Thu Mar 08 22:04:57 +0000 2018,0.2732,0.104,0.896,0.0,1
201,CNN,A senior adviser at HUD spread a false conspiracy theory that claimed Hillary Clinton's 2016 presidential campaign… https://t.co/sKaKkCuZXu,Thu Mar 08 22:01:20 +0000 2018,-0.5267,0.0,0.815,0.185,2
202,CNN,"Why block a user when the mute button could do?

That is one of the questions posed in a lawsuit alleging that Pres… https://t.co/YPNMw3wWoc",Thu Mar 08 22:00:47 +0000 2018,-0.5859,0.0,0.806,0.194,3
203,CNN,"""President Trump might be facing a period of stormy news coverage over allegations he paid to cover up an affair wi… https://t.co/9ewX30Rcr1",Thu Mar 08 21:55:24 +0000 2018,0.0,0.0,1.0,0.0,4
204,CNN,Sen. Jeff Flake threatens to introduce legislation to nullify President Trump's tariffs https://t.co/bWttC10UQt https://t.co/r6rHfLiP6i,Thu Mar 08 21:53:33 +0000 2018,-0.3818,0.0,0.833,0.167,5
205,CNN,"Tesla CEO Elon Musk wants his electric car company to be competitive in China, and he's asking for US President Tru… https://t.co/xn4FmAZvMp",Thu Mar 08 21:51:50 +0000 2018,0.1779,0.075,0.925,0.0,6
206,CNN,PlayStation 4's latest update gives parents the ability to restrict how long a child uses the system… https://t.co/OW3V6neOEb,Thu Mar 08 21:50:32 +0000 2018,-0.0772,0.116,0.754,0.131,7
207,CNN,"Trump's tariff plan has spooked markets, prompted his chief economist's resignation, rattled major US allies and wi… https://t.co/3RqTOD1kMP",Thu Mar 08 21:44:08 +0000 2018,-0.296,0.0,0.885,0.115,8
208,CNN,"RT @CNNnewsroom: ""The city of Parkland, nobody knew where that was...now the world knows where Parkland is: it's on the list of Columbine,…",Thu Mar 08 21:39:52 +0000 2018,0.0,0.0,1.0,0.0,9
209,CNN,Democrats say a Uranium One whistleblower provided Congress with no evidence of wrongdoing involving Hillary Clinto… https://t.co/jBXSUJ5AyX,Thu Mar 08 21:29:00 +0000 2018,-0.296,0.0,0.872,0.128,10
210,CNN,"President Trump spoke with nostalgia at today's tariff announcement, describing the steel industry as he knew it as… https://t.co/RU6nlbmtwr",Thu Mar 08 21:28:27 +0000 2018,0.0,0.0,1.0,0.0,11
211,CNN,RT @TheLeadCNN: President Trump is upset with White House press secretary Sarah Sanders over her responses regarding his alleged affair wit…,Thu Mar 08 21:25:02 +0000 2018,-0.3818,0.0,0.885,0.115,12
212,CNN,"President Trump on his tariff plan: ""American companies have not been treated fairly, and some American companies f… https://t.co/iSKmDP6QQD",Thu Mar 08 21:22:09 +0000 2018,0.0,0.0,1.0,0.0,13
213,CNN,President Trump on tariff plan: “The workers who poured their souls into building this great nation were betrayed.… https://t.co/BKkZwaE3Qx,Thu Mar 08 21:11:53 +0000 2018,0.7073,0.213,0.787,0.0,14
214,CNN,RT @CNNMoney: Dow closes up 94 points after Trump unveils steel and aluminum tariffs with some exemptions. U.S. Steel falls 3%.  https://t.…,Thu Mar 08 21:10:31 +0000 2018,0.0,0.0,1.0,0.0,15
215,CNN,"President Trump on NAFTA: “We either make a deal or we terminate. And if we do, there won’t be any tariffs on Canad… https://t.co/uzvHjesQ6E",Thu Mar 08 21:09:04 +0000 2018,0.0,0.0,1.0,0.0,16
216,CNN,"President Trump: ""Our factories were left to rot and to rust all over the place. Thriving communities turned into g… https://t.co/qct0zY4gRu",Thu Mar 08 21:03:55 +0000 2018,0.0,0.0,1.0,0.0,17
217,CNN,President Trump: “The American steel aluminum industry has been ravaged by aggressive foreign trade practices. It’s… https://t.co/E3yq1tU3bP,Thu Mar 08 20:55:43 +0000 2018,-0.1531,0.0,0.909,0.091,18
218,CNN,"President Trump: ""Today I'm defending America's national security by placing tariffs on foreign imports of steel an… https://t.co/XH22ESdPSU",Thu Mar 08 20:50:56 +0000 2018,0.34,0.124,0.876,0.0,19
219,CNN,President Trump is about to impose new tariffs on steel and aluminum imports. Follow live updates:… https://t.co/o4VDiUWujN,Thu Mar 08 20:38:12 +0000 2018,-0.296,0.0,0.879,0.121,20
220,CNN,The Cranberries will be releasing a final album made with Dolores O'Riordan https://t.co/z8rKgNyCmy https://t.co/tPkkmZplLe,Thu Mar 08 20:25:13 +0000 2018,0.0,0.0,1.0,0.0,21
221,CNN,"Russians released an anti-Clinton video game called ""Hilltendo"" weeks before the 2016 US presidential election. It… https://t.co/tTFHTqxF42",Thu Mar 08 20:20:38 +0000 2018,0.0,0.0,1.0,0.0,22
222,CNN,Former Trump campaign chairman Paul Manafort has entered a plea of not guilty to charges of bank fraud and tax crim… https://t.co/myDFUQIvIw,Thu Mar 08 20:03:33 +0000 2018,-0.1665,0.16,0.694,0.146,23
223,CNN,Bernie Sanders is spending a lot of time in Trump country. Here's why. | Analysis by CNN's Gregory Krieg and Sam Pe… https://t.co/GFkPrBfWvm,Thu Mar 08 20:01:36 +0000 2018,0.0,0.0,1.0,0.0,24
224,CNN,"A salmonella outbreak linked to chicken salad has sickened another 105 people, bringing the total to 170 in seven s… https://t.co/SWH9Q0tsYr",Thu Mar 08 19:53:17 +0000 2018,-0.5423,0.0,0.844,0.156,25
225,CNN,"In a trade war over steel, US farmers could be collateral damage https://t.co/tChleqd7qi https://t.co/EotEUo9LN1",Thu Mar 08 19:42:07 +0000 2018,-0.7964,0.0,0.608,0.392,26
226,CNN,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/De3h9kjvKx",Thu Mar 08 19:37:55 +0000 2018,0.25,0.1,0.9,0.0,27
227,CNN,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/Ae3YEwSVSJ,Thu Mar 08 19:31:33 +0000 2018,0.0,0.0,1.0,0.0,28
228,CNN,"Volkswagen says it will stop using coal to power its main factory in Wolfsburg, Germany https://t.co/yxE1eIG6oG https://t.co/w2sugdXQz8",Thu Mar 08 19:28:27 +0000 2018,-0.296,0.0,0.879,0.121,29
229,CNN,"In his fight with North Korea, Trump may end up with no allies | @NicRobertsonCNN for @CNNopinion… https://t.co/MF5muUcnk0",Thu Mar 08 19:20:03 +0000 2018,-0.5859,0.0,0.758,0.242,30
230,CNN,Trump wants you to think about video games instead of guns | Analysis by @zbyronwolf @zbyronwolf … https://t.co/5uutuvLV6i,Thu Mar 08 19:10:07 +0000 2018,0.0,0.0,1.0,0.0,31
231,CNN,9 things you need to believe if you believe the White House on Stormy Daniels | Analysis by @CillizzaCNN… https://t.co/zwvP0mf89V,Thu Mar 08 19:00:13 +0000 2018,0.0,0.0,1.0,0.0,32
232,CNN,"Sen. Tammy Duckworth will be the first US senator to give birth while in office, and she's fighting to change longs… https://t.co/Uljo219oJ6",Thu Mar 08 18:50:00 +0000 2018,-0.3612,0.0,0.894,0.106,33
233,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/pSG5QNVNG6,Thu Mar 08 18:43:15 +0000 2018,0.0,0.0,1.0,0.0,34
234,CNN,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/afpc123s31",Thu Mar 08 18:39:49 +0000 2018,0.25,0.1,0.9,0.0,35
235,CNN,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1ZduyT https://t.co/H8MMkU7HOL,Thu Mar 08 18:32:00 +0000 2018,0.5719,0.252,0.748,0.0,36
236,CNN,"When Laxmi was 15, a man she refused to marry threw acid in her face. But she recovered from her injuries and chang… https://t.co/ExD5GdcO80",Thu Mar 08 18:23:00 +0000 2018,-0.296,0.0,0.909,0.091,37
237,CNN,A Missouri police officer killed this week in the line of duty met with gunfire only after he was dispatched to the… https://t.co/HYWoNIjHrz,Thu Mar 08 18:10:10 +0000 2018,-0.6705,0.0,0.824,0.176,38
238,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/37dwU8ZnGP,Thu Mar 08 17:47:25 +0000 2018,0.0,0.0,1.0,0.0,39
239,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/vFaGKx23rg,Thu Mar 08 17:46:41 +0000 2018,0.0,0.0,1.0,0.0,40
240,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bo53G6XGgJ,Thu Mar 08 17:45:33 +0000 2018,0.0,0.0,1.0,0.0,41
241,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/hlNoEhDOxl,Thu Mar 08 17:44:43 +0000 2018,0.0,0.0,1.0,0.0,42
242,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/p3Ez30VMb7,Thu Mar 08 17:43:58 +0000 2018,0.0,0.0,1.0,0.0,43
243,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/4smfFqlPeG,Thu Mar 08 17:43:11 +0000 2018,0.0,0.0,1.0,0.0,44
244,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/sYFiiE2pot,Thu Mar 08 17:42:02 +0000 2018,0.0,0.0,1.0,0.0,45
245,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/ngx7uBQlVT,Thu Mar 08 17:40:53 +0000 2018,0.0,0.0,1.0,0.0,46
246,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bFHQopTOk0,Thu Mar 08 17:39:13 +0000 2018,0.0,0.0,1.0,0.0,47
247,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/yvva0lx8mC,Thu Mar 08 17:38:04 +0000 2018,0.0,0.0,1.0,0.0,48
248,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/HNJtpRQzTC,Thu Mar 08 17:36:23 +0000 2018,0.0,0.0,1.0,0.0,49
249,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/YbtMLrEunr,Thu Mar 08 17:35:29 +0000 2018,0.0,0.0,1.0,0.0,50
250,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy “We have… https://t.co/VQIOWE6xvQ,Thu Mar 08 17:34:23 +0000 2018,0.0,0.0,1.0,0.0,51
251,CNN,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign “I would make sure tha… https://t.co/g0lYhMLHaf,Thu Mar 08 17:33:30 +0000 2018,0.3182,0.161,0.839,0.0,52
252,CNN,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF “Listen to women,” says… https://t.co/4rT0n5bAXU",Thu Mar 08 17:32:06 +0000 2018,0.0,0.0,1.0,0.0,53
253,CNN,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF To achieve gender equality, ""I want to convince everyone to… https://t.co/ZvQCrwCizl",Thu Mar 08 17:28:28 +0000 2018,0.3182,0.202,0.798,0.0,54
254,CNN,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz When you do a job application, you should not have to say your se… https://t.co/OYJEl6gGdt",Thu Mar 08 17:26:08 +0000 2018,0.0,0.0,1.0,0.0,55
255,CNN,"@theashleygraham @Caitlyn_Jenner ""The one thing I would do to improve gender equality is to ensure that all of our… https://t.co/H3dJOKwSNc",Thu Mar 08 17:24:39 +0000 2018,0.6705,0.244,0.756,0.0,56
256,CNN,@theashleygraham “Women are brought up to kind of be a second-class citizen” says @Caitlyn_Jenner #IWD2018… https://t.co/VlyKYFDRZ7,Thu Mar 08 17:23:50 +0000 2018,0.0,0.0,1.0,0.0,57
257,CNN,".@theashleygraham: “We need to ensure that women see themselves portrayed in media, fashion, beauty and beyond.”… https://t.co/NqM1Yvifbz",Thu Mar 08 17:21:46 +0000 2018,0.7506,0.299,0.701,0.0,58
